"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
3287,0.564,0,0,0.43,0.006
3288,0.137,0,0,0,0.863
3289,0.043,0,0,0,0.957
3290,0.047,0,0,0,0.953
3291,0.973,0,0,0,0.027
3292,0.577,0,0,0.322,0.101
3293,0.033,0,0,0,0.967
3294,0.937,0,0,0,0.063
3295,0.05,0,0,0,0.95
3296,0.878,0,0,0.055,0.067
3297,0.919,0,0,0.076,0.005
3298,0.121,0,0.065,0.01,0.804
3299,0.229,0,0.013,0.644,0.114
3300,0.94,0,0.001,0.027,0.032
3301,0.067,0,0,0,0.933
3302,0.129,0,0,0,0.871
3303,0.385,0,0,0.009,0.606
3304,0.255,0,0,0,0.745
3305,0.033,0,0,0.006,0.961
3306,0.968,0,0,0,0.032
3307,0.231,0,0,0.753,0.016
3308,0.997,0,0,0.003,0
3309,0.934,0,0.018,0.01,0.038
3310,0.925,0,0.004,0.067,0.004
3311,0.497,0,0,0.503,0
3312,0.769,0,0.009,0.167,0.055
3313,0.641,0,0.001,0.302,0.056
3314,0.061,0,0,0,0.939
3315,0.787,0,0,0,0.213
3316,0.257,0,0.002,0.72,0.021
3317,0.83,0,0,0.151,0.019
3318,0.114,0,0.003,0.881,0.002
3319,0.999,0,0,0.001,0
3320,0.043,0,0,0,0.957
3321,0.043,0,0,0,0.957
3322,0.924,0,0,0,0.076
3323,0.127,0,0,0,0.873
3324,0.414,0,0,0.585,0.001
3325,0.001,0,0,0,0.999
3326,0.001,0,0,0,0.999
3327,0.04,0,0,0,0.96
3328,0.002,0,0,0,0.998
3329,0.937,0,0,0,0.063
3330,0.932,0,0,0.061,0.007
3331,0.35,0,0.001,0.613,0.036
3332,0.062,0,0.007,0.001,0.93
3333,0.927,0,0,0.04,0.033
3334,0.908,0,0.005,0.01,0.077
3335,0.78,0,0.011,0.012,0.197
3336,0.05,0.004,0.023,0.004,0.919
3337,0.002,0,0,0,0.998
3338,0.084,0.005,0.003,0.002,0.906
3339,0.994,0,0,0.002,0.004
3340,0.168,0,0,0.831,0.001
3341,0.057,0,0,0,0.943
3342,0.686,0,0,0.309,0.005
3343,0.137,0,0,0,0.863
3344,0.937,0,0,0,0.063
3345,0.942,0,0,0,0.058
3346,0.04,0,0,0,0.96
3347,0.948,0,0,0,0.052
3348,0.937,0,0,0,0.063
3349,0.043,0,0,0,0.957
3350,0.924,0,0,0,0.076
3351,0.385,0,0,0.009,0.606
3352,0.989,0,0,0.011,0
3353,0.002,0,0,0,0.998
3354,0.076,0.001,0.003,0,0.92
3355,0.719,0,0.002,0.275,0.004
3356,0.913,0,0,0.081,0.006
3357,0.293,0,0,0.706,0.001
3358,0.043,0,0,0,0.957
3359,0.047,0,0,0,0.953
3360,0.202,0,0,0.782,0.016
3361,0.982,0,0,0.014,0.004
3362,0.033,0,0.003,0.649,0.315
3363,0.95,0,0,0.044,0.006
3364,0.936,0,0,0,0.064
3365,0.031,0,0,0,0.969
3366,0.937,0,0,0,0.063
3367,0.995,0,0,0,0.005
3368,0.789,0,0.008,0.126,0.077
3369,0.924,0,0,0,0.076
3370,0.49,0,0,0.002,0.508
3371,0.993,0,0,0,0.007
3372,0.023,0,0.109,0.693,0.175
3373,0.97,0,0,0.006,0.024
3374,0.002,0,0,0,0.998
3375,0.062,0,0.606,0.003,0.329
3376,0.04,0,0,0,0.96
3377,0.986,0,0,0.013,0.001
3378,0.95,0,0,0.028,0.022
3379,0.079,0,0,0.005,0.916
3380,0.697,0,0,0,0.303
3381,0.073,0,0.018,0.252,0.657
3382,0.997,0,0,0,0.003
3383,0.959,0,0,0,0.041
3384,0.043,0,0,0,0.957
3385,0.043,0,0,0,0.957
3386,0.803,0,0.003,0.009,0.185
3387,0.995,0,0,0,0.005
3388,0.452,0,0,0.54,0.008
3389,0.688,0,0,0.244,0.068
3390,0.204,0,0.032,0.727,0.037
3391,0.023,0,0.121,0.723,0.133
3392,0.213,0,0,0.783,0.004
3393,0.431,0,0,0.391,0.178
3394,0.803,0,0.003,0.009,0.185
3395,0.001,0,0,0,0.999
3396,0.998,0,0,0.002,0
3397,0.001,0,0,0,0.999
3398,0.924,0,0,0,0.076
3399,0.097,0,0,0.902,0.001
3400,0.964,0,0,0.033,0.003
3401,0.83,0,0,0.151,0.019
3402,0.431,0,0,0,0.569
3403,0.363,0,0,0.011,0.626
3404,0.197,0,0,0.793,0.01
3405,0.937,0,0,0.017,0.046
3406,0.994,0,0,0.002,0.004
3407,0.998,0,0,0.001,0.001
3408,0.316,0,0,0.684,0
3409,0.068,0,0.047,0.079,0.806
3410,0.047,0,0,0,0.953
3411,0.636,0,0,0.349,0.015
3412,0.038,0,0,0,0.962
3413,0.072,0.001,0.023,0.158,0.746
3414,0.002,0,0,0,0.998
3415,0.005,0,0.022,0,0.973
3416,0.982,0,0,0.013,0.005
3417,0.959,0,0,0.029,0.012
3418,0.742,0,0.003,0.25,0.005
3419,0.968,0,0,0,0.032
3420,0.051,0,0,0,0.949
3421,0.229,0,0.037,0.681,0.053
3422,0.97,0,0,0,0.03
3423,0.924,0,0,0,0.076
3424,0.349,0,0,0.002,0.649
3425,0.141,0,0,0,0.859
3426,0.008,0,0.067,0.785,0.14
3427,0.997,0,0,0.003,0
3428,0.047,0,0.047,0.371,0.535
3429,0.948,0,0,0,0.052
3430,0.129,0,0,0,0.871
3431,0.047,0,0,0,0.953
3432,0.982,0,0,0.017,0.001
3433,0.01,0,0.005,0,0.985
3434,0.924,0,0,0,0.076
3435,0.023,0.001,0.077,0.21,0.689
3436,0.146,0,0,0.003,0.851
3437,0.463,0,0,0.537,0
3438,0.078,0,0.017,0.182,0.723
3439,0.914,0,0,0.023,0.063
3440,0.787,0,0,0,0.213
3441,0.997,0,0,0,0.003
3442,0.521,0,0.004,0.041,0.434
3443,0.948,0,0,0,0.052
3444,0.976,0,0,0.004,0.02
3445,0.047,0,0,0,0.953
3446,0.05,0,0,0,0.95
3447,0.234,0,0,0,0.766
3448,0.043,0,0,0,0.957
3449,0.951,0,0,0,0.049
3450,0.959,0,0,0,0.041
3451,0.16,0,0,0.838,0.002
3452,0.073,0.001,0.073,0.32,0.533
3453,0.951,0,0,0,0.049
3454,0.125,0,0,0.874,0.001
3455,0.991,0,0,0,0.009
3456,0.285,0,0,0.586,0.129
3457,0.11,0,0.004,0.816,0.07
3458,0.062,0,0,0.004,0.934
3459,0.001,0,0,0,0.999
3460,0.997,0,0,0,0.003
3461,0.277,0,0,0.023,0.7
3462,0.943,0,0,0.048,0.009
3463,0.114,0,0,0.883,0.003
3464,0.752,0,0.004,0.069,0.175
3465,0.993,0,0,0.001,0.006
3466,0.031,0,0,0,0.969
3467,0.123,0,0.001,0.038,0.838
3468,0.95,0,0,0.013,0.037
3469,0.969,0,0,0.03,0.001
3470,0.631,0,0,0.368,0.001
3471,0.11,0,0,0.889,0.001
3472,0.202,0,0,0.782,0.016
3473,0.001,0,0,0,0.999
3474,0.951,0,0,0,0.049
3475,0.271,0,0,0.705,0.024
3476,0.363,0,0,0.011,0.626
3477,0.951,0,0,0,0.049
3478,0.047,0,0,0,0.953
3479,0.961,0,0,0,0.039
3480,0.493,0,0.002,0.395,0.11
3481,0.308,0,0.007,0.584,0.101
3482,0.959,0,0,0,0.041
3483,0.047,0,0,0,0.953
3484,0.901,0,0.003,0.071,0.025
3485,0.031,0,0,0,0.969
3486,0.217,0,0.121,0.63,0.032
3487,0.363,0,0,0.011,0.626
3488,0.75,0,0.001,0.141,0.108
3489,0.271,0,0,0.705,0.024
3490,0.114,0,0.001,0.884,0.001
3491,0.348,0,0,0.64,0.012
3492,0.061,0,0,0.02,0.919
3493,0.924,0,0,0,0.076
3494,0.385,0,0,0.009,0.606
3495,0.101,0.001,0.011,0.213,0.674
3496,0.787,0,0,0,0.213
3497,0.924,0,0,0,0.076
3498,0.852,0,0,0.132,0.016
3499,0.476,0,0.007,0.515,0.002
3500,0.836,0,0.032,0.028,0.104
3501,0.006,0,0,0,0.994
3502,0.11,0,0.012,0.236,0.642
3503,0.924,0,0,0,0.076
3504,0.082,0.014,0.029,0.018,0.857
3505,0.933,0,0.001,0.044,0.022
3506,0.97,0,0,0,0.03
3507,0.125,0,0,0.874,0.001
3508,0.127,0,0,0,0.873
3509,0.375,0,0,0.624,0.001
3510,0.997,0,0,0,0.003
3511,0.732,0,0,0.268,0
3512,0.992,0,0,0,0.008
3513,0.058,0,0,0,0.942
3514,0.125,0,0,0.874,0.001
3515,0.959,0,0,0,0.041
3516,0.071,0,0.613,0,0.316
3517,0.948,0,0,0,0.052
3518,0.999,0,0,0.001,0
3519,0.998,0,0,0.002,0
3520,0.968,0,0,0,0.032
3521,0.951,0,0,0,0.049
3522,0.976,0,0,0.013,0.011
3523,0.908,0,0,0.032,0.06
3524,0.352,0,0,0,0.648
3525,0.635,0,0.001,0.348,0.016
3526,0.928,0,0,0.021,0.051
3527,0.04,0,0.144,0.511,0.305
3528,0.05,0,0,0,0.95
3529,0.04,0,0,0,0.96
3530,0.924,0,0,0,0.076
3531,0.975,0,0,0.006,0.019
3532,0.115,0,0,0.026,0.859
3533,0.127,0,0,0,0.873
3534,0.908,0,0.005,0.01,0.077
3535,0.951,0,0,0,0.049
3536,0.127,0,0,0,0.873
3537,0.329,0,0,0.668,0.003
3538,0.754,0,0,0,0.246
3539,0.822,0,0,0.15,0.028
3540,0.674,0,0,0.308,0.018
3541,0.834,0,0,0.141,0.025
3542,1,0,0,0,0
3543,0.04,0,0,0,0.96
3544,0.076,0,0.003,0.004,0.917
3545,0.001,0,0,0,0.999
3546,0.418,0,0.001,0.572,0.009
3547,0.05,0,0,0,0.95
3548,0.04,0,0,0,0.96
3549,0.073,0.001,0.073,0.32,0.533
3550,0.924,0,0,0,0.076
3551,0.98,0,0,0.016,0.004
3552,0.972,0,0.007,0.011,0.01
3553,0.031,0,0,0,0.969
3554,0.959,0,0,0.029,0.012
3555,0.068,0,0.016,0.017,0.899
3556,0.817,0,0,0.182,0.001
3557,0.948,0,0,0,0.052
3558,0.999,0,0,0,0.001
3559,0.995,0,0,0,0.005
3560,0.013,0,0.05,0,0.937
3561,0.968,0,0,0,0.032
3562,0.953,0,0,0.043,0.004
3563,0.987,0,0,0,0.013
3564,0.234,0,0,0,0.766
3565,0.98,0,0,0.016,0.004
3566,0.066,0,0,0,0.934
3567,0.987,0,0,0.007,0.006
3568,0.959,0,0,0,0.041
3569,0.316,0,0,0.684,0
3570,0.316,0,0,0.684,0
3571,0.98,0,0,0,0.02
3572,0.87,0,0,0.118,0.012
3573,0.997,0,0,0,0.003
3574,0.129,0,0,0,0.871
3575,0.246,0,0.027,0.698,0.029
3576,0.67,0,0.007,0.014,0.309
3577,0.948,0,0,0,0.052
3578,0.932,0,0,0.034,0.034
3579,0.643,0,0,0,0.357
3580,0.892,0,0.001,0.087,0.02
3581,0.951,0,0,0,0.049
3582,0.033,0,0,0,0.967
3583,0.919,0,0,0.076,0.005
3584,0.988,0,0,0,0.012
3585,0.983,0,0,0.001,0.016
3586,0.997,0,0,0.003,0
3587,0.989,0,0,0.011,0
3588,0.055,0,0.229,0.156,0.56
3589,0.073,0,0.581,0.003,0.343
3590,0.333,0,0,0.003,0.664
3591,0.038,0,0,0,0.962
3592,0.936,0,0,0,0.064
3593,0.726,0,0.001,0.098,0.175
3594,0.962,0,0,0.033,0.005
3595,0.22,0,0.022,0.75,0.008
3596,0.137,0,0.004,0.854,0.005
3597,0.613,0,0,0.387,0
3598,0.951,0,0,0,0.049
3599,0.047,0,0,0,0.953
3600,0.696,0,0,0.293,0.011
3601,0.937,0,0,0,0.063
3602,0.055,0,0.236,0.096,0.613
3603,0.97,0,0,0,0.03
3604,0.287,0,0,0.697,0.016
3605,0.011,0,0.082,0.001,0.906
3606,0.959,0,0,0,0.041
3607,0.803,0,0,0.192,0.005
3608,0.34,0,0.001,0.526,0.133
3609,0.049,0,0.063,0.522,0.366
3610,0.91,0,0,0.076,0.014
3611,0.647,0,0,0.343,0.01
3612,0.047,0,0,0,0.953
3613,0.461,0,0,0.539,0
3614,0,0,0.015,0.003,0.982
3615,0.948,0,0,0,0.052
3616,0.934,0,0.01,0.001,0.055
3617,0.047,0,0,0,0.953
3618,0.385,0,0,0.009,0.606
3619,0.146,0,0,0.003,0.851
3620,0.951,0,0,0,0.049
3621,0.66,0,0,0.322,0.018
3622,0.799,0,0,0.135,0.066
3623,0.948,0,0,0.052,0
3624,0.115,0,0,0.026,0.859
3625,0.083,0,0,0.912,0.005
3626,0.908,0,0.005,0.01,0.077
3627,0.043,0,0,0,0.957
3628,0.974,0,0,0.017,0.009
3629,0.042,0,0.05,0.113,0.795
3630,0.339,0,0,0.631,0.03
3631,0.937,0,0,0,0.063
3632,0.054,0,0.038,0.392,0.516
3633,0.972,0,0,0.007,0.021
3634,0.973,0,0,0.011,0.016
3635,0.051,0,0,0,0.949
3636,0.067,0,0,0,0.933
3637,0.778,0,0,0.222,0
3638,0.075,0,0.007,0.037,0.881
3639,0.177,0,0,0.82,0.003
3640,0.988,0,0,0,0.012
3641,0.033,0,0.003,0.649,0.315
3642,0.064,0,0,0,0.936
3643,0.937,0,0,0,0.063
3644,0.097,0,0.022,0.511,0.37
3645,0.112,0,0,0.887,0.001
3646,0.968,0,0,0.004,0.028
3647,0.681,0,0,0.315,0.004
3648,0.923,0,0,0.057,0.02
3649,0.04,0,0,0,0.96
3650,0.043,0,0.067,0.638,0.252
3651,0.937,0,0,0,0.063
3652,0.001,0,0,0,0.999
3653,0.225,0,0.004,0.763,0.008
3654,0.722,0,0,0.26,0.018
3655,0.795,0,0,0.123,0.082
3656,0.987,0,0,0,0.013
3657,0.04,0,0,0,0.96
3658,0.096,0.014,0.018,0.057,0.815
3659,0.951,0,0,0,0.049
3660,0.968,0,0,0,0.032
3661,0.819,0,0,0.177,0.004
3662,0.031,0,0,0,0.969
3663,0.339,0,0,0.631,0.03
3664,0.931,0,0,0.027,0.042
3665,0.822,0,0,0.15,0.028
3666,0.603,0,0,0.396,0.001
3667,0.04,0,0,0,0.96
3668,0.595,0,0,0.001,0.404
3669,0.931,0,0,0.051,0.018
3670,0.385,0,0,0.009,0.606
3671,0.951,0,0,0,0.049
3672,0.847,0,0.003,0.112,0.038
3673,0.936,0,0,0.033,0.031
3674,0.343,0,0,0,0.657
3675,0.017,0,0.105,0.202,0.676
3676,1,0,0,0,0
3677,0.99,0,0,0.005,0.005
3678,0.795,0,0,0.123,0.082
3679,0.738,0,0.003,0.144,0.115
3680,0.321,0,0,0,0.679
3681,0.66,0,0,0.322,0.018
3682,0.169,0,0,0.012,0.819
3683,0.631,0,0,0.368,0.001
3684,0.973,0,0,0,0.027
3685,0.674,0,0,0.247,0.079
3686,0.683,0,0.001,0.284,0.032
3687,0.948,0,0,0.052,0
3688,0.942,0,0,0,0.058
3689,0.033,0,0,0,0.967
3690,0.944,0,0,0.007,0.049
3691,0.269,0,0.006,0.7,0.025
3692,0.04,0,0,0,0.96
3693,0.592,0,0,0.399,0.009
3694,0.961,0,0,0,0.039
3695,0.942,0,0,0,0.058
3696,0.423,0,0,0.526,0.051
3697,0.032,0,0.229,0.432,0.307
3698,0.023,0,0,0,0.977
3699,0.039,0,0,0,0.961
3700,0.122,0,0,0,0.878
3701,0.973,0,0,0.027,0
3702,0.647,0,0,0.176,0.177
3703,0.738,0,0.061,0.146,0.055
3704,0.948,0,0,0,0.052
3705,0.631,0,0,0.368,0.001
3706,0.951,0,0,0,0.049
3707,0.987,0,0,0.003,0.01
3708,0.967,0,0.001,0.005,0.027
3709,0.925,0,0.011,0,0.064
3710,0.937,0,0,0,0.063
3711,0.047,0,0,0,0.953
3712,0.231,0,0,0.753,0.016
3713,0.683,0,0.001,0.284,0.032
3714,0.043,0,0.067,0.638,0.252
3715,0.951,0,0,0,0.049
3716,0.286,0,0,0.002,0.712
3717,0.992,0,0,0.001,0.007
3718,0.787,0,0,0,0.213
3719,0.984,0,0,0.014,0.002
3720,0.049,0,0.002,0.027,0.922
3721,0.973,0,0,0.027,0
3722,0.033,0,0.003,0,0.964
3723,0.631,0,0,0.368,0.001
3724,0.001,0,0,0,0.999
3725,0.143,0,0,0.854,0.003
3726,0.943,0,0,0.056,0.001
3727,0.05,0,0,0,0.95
3728,0.999,0,0,0,0.001
3729,0.36,0,0,0.638,0.002
3730,0.97,0,0,0,0.03
3731,0.993,0,0,0,0.007
3732,0.951,0,0,0,0.049
3733,0.031,0,0,0,0.969
3734,0.005,0,0,0,0.995
3735,0.04,0,0,0,0.96
3736,0.104,0,0.004,0,0.892
3737,0.072,0.001,0.023,0.158,0.746
3738,0.08,0,0.112,0.546,0.262
3739,0.719,0,0.002,0.275,0.004
3740,0.603,0,0,0.396,0.001
3741,0.937,0,0,0,0.063
3742,0.948,0,0,0,0.052
3743,0.206,0,0.001,0.789,0.004
3744,0.421,0,0.009,0.561,0.009
3745,0.985,0,0,0.001,0.014
3746,0.948,0,0,0,0.052
3747,0.031,0,0,0,0.969
3748,0.169,0,0.02,0.791,0.02
3749,0.033,0,0,0,0.967
3750,0.06,0.001,0.042,0.329,0.568
3751,0.924,0,0,0,0.076
3752,0.197,0,0,0.793,0.01
3753,0.988,0,0,0.001,0.011
3754,0.937,0,0,0,0.063
3755,0.937,0,0,0,0.063
3756,0.556,0,0,0.437,0.007
3757,0.029,0,0,0,0.971
3758,0.047,0,0,0,0.953
3759,0.924,0,0,0,0.076
3760,0,0,0,0,1
3761,0.385,0,0,0.009,0.606
3762,0.999,0,0,0.001,0
3763,0.756,0,0,0.162,0.082
3764,0.076,0.001,0.003,0,0.92
3765,0.997,0,0,0,0.003
3766,0.815,0,0,0.137,0.048
3767,0.951,0,0,0,0.049
3768,0.999,0,0,0,0.001
3769,0.726,0,0.006,0.264,0.004
3770,0.255,0,0,0,0.745
3771,0.996,0,0,0,0.004
3772,0.995,0,0,0.003,0.002
3773,0.919,0,0,0.042,0.039
3774,0.993,0,0,0.001,0.006
3775,0.975,0,0,0.025,0
3776,0.051,0,0,0,0.949
3777,0.588,0,0.002,0.38,0.03
3778,0.061,0,0,0,0.939
3779,0.04,0,0,0,0.96
3780,0.09,0,0.002,0.014,0.894
3781,0.997,0,0,0,0.003
3782,0.965,0,0,0.035,0
3783,0.997,0,0,0,0.003
3784,0.166,0,0,0.83,0.004
3785,0.996,0,0,0,0.004
3786,0.78,0,0.011,0.012,0.197
3787,0.97,0,0,0,0.03
3788,0.098,0.01,0.007,0.187,0.698
3789,0.944,0,0.006,0.005,0.045
3790,0.059,0,0,0.043,0.898
3791,0.998,0,0,0.002,0
3792,0.566,0,0,0.429,0.005
3793,0.047,0,0,0,0.953
3794,0.058,0,0,0,0.942
3795,0.001,0,0,0,0.999
3796,0.824,0,0,0.152,0.024
3797,0.103,0.013,0.005,0.003,0.876
3798,0.043,0,0.067,0.638,0.252
3799,0.897,0,0.009,0.004,0.09
3800,0.051,0,0.057,0.667,0.225
3801,0.796,0,0.004,0.122,0.078
3802,0.951,0,0,0,0.049
3803,0.235,0,0.016,0.718,0.031
3804,0.385,0,0,0.009,0.606
3805,0.057,0,0,0.036,0.907
3806,0.048,0,0,0.006,0.946
3807,0.599,0,0,0.001,0.4
3808,0.437,0,0,0.558,0.005
3809,0.098,0,0.012,0.877,0.013
3810,0.962,0,0,0.033,0.005
3811,0.09,0,0.001,0.007,0.902
3812,0.387,0,0,0.613,0
3813,0.033,0,0,0,0.967
3814,0.001,0,0,0,0.999
3815,0.97,0,0,0,0.03
3816,0.887,0,0.008,0.014,0.091
3817,0.782,0,0.001,0.021,0.196
3818,0.031,0,0,0,0.969
3819,0.976,0,0,0.015,0.009
3820,0.001,0,0,0,0.999
3821,0.989,0,0,0,0.011
3822,0.041,0,0,0,0.959
3823,0.259,0.001,0.035,0.701,0.004
3824,0.031,0,0,0,0.969
3825,0.068,0,0.044,0.595,0.293
3826,0.033,0,0,0,0.967
3827,0.352,0,0,0,0.648
3828,0.961,0,0,0,0.039
3829,0.959,0,0,0,0.041
3830,0.679,0,0,0.311,0.01
3831,0.994,0,0,0.003,0.003
3832,0.047,0,0,0,0.953
3833,0.146,0,0,0.003,0.851
3834,0.878,0,0,0.092,0.03
3835,0.149,0,0,0.847,0.004
3836,0.271,0,0,0.705,0.024
3837,0.631,0,0,0.368,0.001
3838,0.943,0,0.017,0.037,0.003
3839,0.447,0,0,0.551,0.002
3840,0.989,0,0,0.011,0
3841,0.864,0,0.001,0.132,0.003
3842,0.005,0,0.001,0.002,0.992
3843,0.036,0,0.003,0.03,0.931
3844,0.061,0,0,0,0.939
3845,0.038,0,0,0,0.962
3846,0.137,0,0,0,0.863
3847,0.047,0,0,0,0.953
3848,0.127,0,0,0,0.873
3849,0.618,0,0.002,0.154,0.226
3850,0.033,0,0,0,0.967
3851,0.001,0,0,0,0.999
3852,0.595,0,0,0.001,0.404
3853,0.629,0,0.007,0.31,0.054
3854,0.111,0.005,0.028,0,0.856
3855,0.019,0,0.04,0.466,0.475
3856,0.995,0,0,0,0.005
3857,0.951,0,0,0,0.049
3858,0.235,0,0,0.76,0.005
3859,0.461,0,0,0.469,0.07
3860,0.079,0,0.001,0.029,0.891
3861,0.999,0,0,0.001,0
3862,0.076,0,0.018,0.162,0.744
3863,0.27,0,0.06,0.046,0.624
3864,0.937,0,0,0,0.063
3865,0.427,0,0.008,0,0.565
3866,0.083,0,0,0.912,0.005
3867,0.031,0,0,0,0.969
3868,0.977,0,0,0,0.023
3869,0.939,0,0,0.04,0.021
3870,0.285,0,0,0.712,0.003
3871,0.031,0,0,0,0.969
3872,0.998,0,0,0,0.002
3873,0.83,0,0,0.151,0.019
3874,0.98,0,0,0.007,0.013
3875,0.04,0,0,0,0.96
3876,0.288,0,0,0,0.712
3877,0.959,0,0,0,0.041
3878,0.78,0,0.011,0.012,0.197
3879,0.401,0,0.008,0.555,0.036
3880,0.055,0,0.04,0.094,0.811
3881,0.998,0,0,0.002,0
3882,0.027,0,0.142,0.575,0.256
3883,0.996,0,0,0,0.004
3884,0.038,0,0,0,0.962
3885,0.959,0,0.004,0.002,0.035
3886,0.997,0,0,0.002,0.001
3887,0.78,0,0.011,0.012,0.197
3888,0.133,0,0,0,0.867
3889,0.964,0,0,0.018,0.018
3890,0.041,0,0.06,0.345,0.554
3891,0.698,0,0,0.295,0.007
3892,0.041,0,0,0,0.959
3893,0.033,0,0,0,0.967
3894,0.999,0,0,0,0.001
3895,0.047,0,0,0,0.953
3896,0.97,0,0,0,0.03
3897,0.937,0,0,0,0.063
3898,0.997,0,0,0,0.003
3899,0.114,0,0,0.883,0.003
3900,0.006,0,0.001,0,0.993
3901,0.976,0,0,0.015,0.009
3902,0.992,0,0,0.003,0.005
3903,0.997,0,0,0,0.003
3904,0.716,0,0.001,0.23,0.053
3905,0.029,0,0.288,0.365,0.318
3906,0.389,0,0,0.607,0.004
3907,0.279,0,0,0.685,0.036
3908,0.815,0.004,0,0.094,0.087
3909,0.771,0,0.001,0.056,0.172
3910,0.989,0,0,0,0.011
3911,0.703,0,0.002,0.08,0.215
3912,0.779,0,0,0.192,0.029
3913,0.592,0,0,0.35,0.058
3914,0.679,0,0,0.283,0.038
3915,0.146,0,0,0.003,0.851
3916,0.006,0.01,0.001,0,0.983
3917,0.803,0,0.003,0.009,0.185
3918,0.22,0,0,0.746,0.034
3919,0.038,0,0,0,0.962
3920,0.955,0,0,0.042,0.003
3921,0.125,0,0,0.874,0.001
3922,0.992,0,0,0.007,0.001
3923,0.977,0,0,0,0.023
3924,0.42,0,0.002,0.576,0.002
3925,0.041,0,0,0,0.959
3926,0.133,0,0,0,0.867
3927,0.129,0,0,0,0.871
3928,0.441,0,0.006,0.544,0.009
3929,0.033,0,0,0,0.967
3930,0.975,0,0,0.006,0.019
3931,0.979,0,0,0.007,0.014
3932,0.984,0,0,0.013,0.003
3933,0.421,0,0,0.577,0.002
3934,0.038,0,0,0,0.962
3935,0.994,0,0,0.003,0.003
3936,0.127,0,0.043,0.314,0.516
3937,0.129,0,0,0,0.871
3938,0.232,0,0,0.767,0.001
3939,0.948,0,0,0,0.052
3940,0.381,0,0.002,0.598,0.019
3941,0.762,0,0,0.225,0.013
3942,0.001,0,0,0,0.999
3943,0.73,0,0,0.249,0.021
3944,0.897,0,0,0.065,0.038
3945,0.975,0,0.004,0.009,0.012
3946,0.108,0.001,0.013,0.838,0.04
3947,0.972,0,0.002,0.022,0.004
3948,0.937,0,0,0,0.063
3949,0.414,0,0,0.585,0.001
3950,0.48,0,0,0.497,0.023
3951,0.271,0,0,0.729,0
3952,0.047,0,0,0,0.953
3953,0.959,0,0,0,0.041
3954,0.05,0,0,0,0.95
3955,0.416,0,0,0.561,0.023
3956,0.127,0,0,0,0.873
3957,0.988,0,0,0.001,0.011
3958,0.067,0,0.075,0.127,0.731
3959,0.968,0,0,0,0.032
3960,0.95,0,0,0.015,0.035
3961,0.924,0,0,0,0.076
3962,0.043,0,0,0,0.957
3963,0.229,0,0.013,0.644,0.114
3964,0.011,0,0.003,0,0.986
3965,0.908,0,0,0.032,0.06
3966,0.546,0,0.004,0.039,0.411
3967,0.889,0,0.001,0.098,0.012
3968,0.994,0,0,0,0.006
3969,0.999,0,0,0,0.001
3970,0.959,0,0,0,0.041
3971,0.275,0,0,0.642,0.083
3972,0.066,0,0,0,0.934
3973,0.613,0,0,0,0.387
3974,0.999,0,0,0.001,0
3975,0.887,0,0.008,0.014,0.091
3976,0.49,0,0,0.485,0.025
3977,0.994,0,0,0,0.006
3978,0.936,0,0,0,0.064
3979,0.265,0,0,0.731,0.004
3980,0.937,0,0,0,0.063
3981,0.985,0,0,0.003,0.012
3982,0.127,0,0,0,0.873
3983,0.97,0,0,0.024,0.006
3984,0.127,0,0,0,0.873
3985,0.604,0,0.001,0.021,0.374
3986,0.683,0,0.001,0.284,0.032
3987,0.083,0,0.02,0.365,0.532
3988,0.025,0,0.113,0.467,0.395
3989,0.975,0,0,0.025,0
3990,0.993,0,0,0,0.007
3991,0.917,0,0,0.08,0.003
3992,0.628,0,0,0.369,0.003
3993,0.047,0,0,0,0.953
3994,0.889,0,0.001,0.098,0.012
3995,0.559,0,0,0.423,0.018
3996,0.047,0,0,0,0.953
3997,0.732,0,0,0.268,0
3998,0.043,0,0,0,0.957
3999,0.997,0,0,0,0.003
4000,0.263,0,0,0.737,0
4001,0.738,0,0.061,0.146,0.055
4002,0.994,0,0,0.003,0.003
4003,0.926,0,0,0.059,0.015
4004,0.951,0,0,0,0.049
4005,0.93,0,0,0.07,0
4006,0.827,0,0,0.167,0.006
4007,0.942,0,0,0,0.058
4008,0.039,0,0,0,0.961
4009,0.961,0,0,0,0.039
4010,0.959,0,0,0,0.041
4011,0.05,0,0,0,0.95
4012,0.914,0,0,0.027,0.059
4013,0.973,0,0,0,0.027
4014,0.169,0,0,0.012,0.819
4015,0.053,0.002,0.043,0.238,0.664
4016,0.033,0,0,0.123,0.844
4017,0.031,0,0,0,0.969
4018,0.288,0,0,0,0.712
4019,0.035,0,0,0,0.965
4020,0.937,0,0,0,0.063
4021,0.999,0,0,0,0.001
4022,0.697,0,0,0,0.303
4023,0.002,0,0,0,0.998
4024,0.047,0,0,0,0.953
4025,0.114,0,0,0.883,0.003
4026,0.258,0,0,0.739,0.003
4027,0.137,0,0,0,0.863
4028,0.97,0,0,0,0.03
4029,0.04,0,0,0,0.96
4030,0.423,0,0,0.526,0.051
4031,0.714,0,0,0.28,0.006
4032,0.048,0,0.014,0.377,0.561
4033,0.98,0,0,0.017,0.003
4034,0.141,0,0,0,0.859
4035,0.047,0,0,0,0.953
4036,0.798,0,0,0.002,0.2
4037,0.066,0,0,0,0.934
4038,0.497,0,0,0.503,0
4039,0.997,0,0,0.002,0.001
